,Product_id,Selling_Price
0,SCHE4YSTDVPVZVXW,3446.245860325192
1,ACCEGCATKHNRXUHW,1941.6582493117714
2,NKCE6GJ5XVJDXNNZ,10809.779372650217
3,NKCEB8BK3ZXDHDHM,9595.925412263554
4,TOPEFDXSAHRNPF94,5606.917739587222
5,ACCE558KZHEPZYMG,9831.788359215718
6,ACCEAZCVAMFHDPY7,5067.248754871738
7,NKCDYNY37JPBGBVM,2692.6390281567938
8,NKCEY8KWY33FCUYD,7466.349297081292
9,RNGE4YPTQYRECV9J,4192.407729946897
10,NKCE88AHBHJZREXH,3827.943894178475
11,CLTEJ5ZZGBP4JGGE,7960.263553150329
12,WATE3NWH5FZWAMDA,8026.563116234489
13,CAGE53FSFZVFPFHQ,1794.7014735731395
14,PCSEAKVBFFPGCHNZ,3585.685338240094
15,WATDFFH3KJYBTYGG,6925.665856576598
16,NKCDWHFQSCHHYZMP,2827.9439113009703
17,RNGEB2PG3Q5RKDW6,3442.8835645957247
18,NKCE5UY9HHPZGGUZ,4434.017207316816
19,KTAEHETW3ZCMFMJR,4483.548902585204
20,BRAEBBYRVF9MHJHU,6799.184757224246
21,NKCEAX7HAQ2RJA3Q,10134.542667025955
22,CRTECN2RQZWBSP9W,5005.040684049991
23,WATDEWZ9UHSEHGZG,9461.784996363649
24,PTPEYW8HNV6G9YYR,2853.87793788909
25,ACCEAMGZRRYVAHDC,5327.884718332437
26,SRTEHHXG8MUXTGPA,6078.175271219896
27,SKIE4S4NN4MHYM3Z,4811.8140892806205
28,HMBE7G34YHWPWKYN,7278.864029356661
29,LLIEGTMFJBD7ZZZM,11115.16807302123
30,ACCEJGH6JVTM4CBH,878.8993895600094
31,ACCDQDYBXJ9HZF37,10236.216581430404
32,RNGE88FRGZCXNKUG,446.0792981807601
33,NKCE7M3QNNPZDXHQ,10203.691142957612
34,VLBEGFFDP9H6WG2T,3476.7842547292453
35,TOPEAFG4YEQSH5TT,2548.975987320263
36,WATEYAP3K2QQQWDH,5187.447194979221
37,PCSEBDFUFJWGARNX,10820.841146787632
38,SWTEGXQFZY95SKG7,4891.917973449368
39,BRAEGJFXSM9ZQ6SK,6780.162382391107
40,CAGE6FYKP34GA4GF,7948.191986099768
41,HMBEJCMH78VJF3M8,4229.167602133455
42,HIFEB7J3GSTVN5XJ,9983.809928533332
43,PBXE6ZHNGZREWWHR,4316.487824218993
44,PCSEAKVBNXFGZBKB,6830.992741734497
45,BRAEBBMQQNZ9RZWR,5899.798967387668
46,ACCEGKFCXHZZH44S,753.1967320139668
47,SHODXQRRGKZ74U9M,4199.170642282265
48,DREE2Y6DVEKVVQQS,4427.464175011024
49,PBXE8ZHHG5Y525BT,6802.267103646696
50,CTTEH9FXZHGFKUA3,7903.064591622832
51,ACCDXFZXGQTBTM6N,3649.289679603397
52,NKCE9PFF3TT4KSQJ,7714.058474394828
53,BRAE6NZAZK77HXZK,782.9418320170475
54,NKCE4TV42BHDP63U,3525.757914824132
55,AIREDGGD9RJPZGYW,5720.289620640056
56,PCSEDAPMHR2HNHWP,8395.869758638462
57,PACE95FMAFXHZB5C,4580.794526267578
58,WATDG4KP445AV5XC,11198.255707214992
59,ACCE9EYRRNZYZUBG,1074.8866975085425
60,ACCE8XZMAHNC8JVS,713.9880708666603
61,SHOED5DCSTQKZCGF,3692.1455396698216
62,NKCE64Z4NGBHNAY7,3610.0624329519324
63,PBXE8WQTZ5GA2YYQ,1155.3107025191766
64,MUGEGZUMGYAPVSZH,4529.063049771601
65,PBXE4RB3Y3GXWPFV,656.8734346708607
66,PCSE2ZFDJJGFNHC7,768.9579971568069
67,CRTECN2QT5HKHZ8F,4798.940996344095
68,MUGEACY8Q7ZYSTN8,1595.9449232978961
69,ACCEGG9VGRMQGHRD,7265.040231658887
70,PCSE76X48PVSDDVK,1080.957763998576
71,PBXE6677X2D6UFZZ,5865.850679763945
72,WCKEGGGD2TXHHTJC,287.19693192562863
73,NKCE7MMGF4PPGNA6,2712.9153919535515
74,CRTECN2QYTPHK5YQ,4910.597681004012
75,OIDEJFCWMMR6JQBE,5782.419945542809
76,WATE5HFY4MJX6CHD,5215.426255899086
77,DREE4FC4TAR8M5GN,1432.4094108107847
78,HACEGPF9DZVUZBFY,8147.8351722377
79,PBXE4Q7YF5KUYJYW,10318.63209445718
80,SHIED9YEH65NSA8N,10284.198099040923
81,WATDHMQJ68MVBRFV,10848.271494941859
82,HMBEGWTFEV4TF2RH,3212.0529203247593
83,SHIE2FH7YTVDHFGT,3047.6095082270617
84,CRTECN2QYRY2KWZF,3962.8065066971185
85,TSHEDJXPN4HNT2UP,6132.254918154808
86,SHOECZH5WGBZHZES,2681.479290761526
87,NKCEDCT9MSAYG6H5,5503.758985867768
88,SOCEGGVYBTZPKXVP,4826.678766335735
89,PBXECARAQBCDSAZW,3433.8249212322903
90,CAGDU85YDHP9ZJH7,2383.905530140026
91,TCVEHSMFEGNCAGYN,5039.5311597510945
92,RNGEDAPFZ2GKRUER,982.0863993397942
93,CAGDY9Q7HSNDHGFC,3507.025668553291
